Step,Feature,x_norm,P_prev,u_pre_sparsemax,M_after_sparsemax,x_norm_x_M
9,credit_score,-2.2520368,125.226906,0.0,1.0,-2.2520368
9,age,-0.41929305,116.4777,-248.36627,0.0,-0.0
9,credit_limit_used(%),97.0,116.4777,-255.26385,0.0,0.0
9,yearly_debt_payments_missing,0.0,235.43304,-307.6419,0.0,0.0
9,migrant_worker_missing,0.0,116.47769,-255.10863,0.0,0.0
9,total_family_members_missing,0.0,235.43304,-249.87462,0.0,0.0
9,no_of_days_employed_missing,-0.100612424,235.43304,-307.53522,0.0,-0.0
9,no_of_children_missing,-0.13051206,235.43304,-269.5178,0.0,-0.0
9,owns_car_missing,-0.109174095,116.4777,-284.2462,0.0,-0.0
9,default_in_last_6months,1.0,235.43304,-298.5065,0.0,0.0
9,prev_defaults,1.0,112.14915,-212.47458,0.0,0.0
9,credit_limit,0.03642351,116.4777,-264.47092,0.0,0.0
9,gender,1.0,116.4777,-255.2067,0.0,0.0
9,yearly_debt_payments,-1.323702,235.43304,-279.8455,0.0,-0.0
9,migrant_worker,0.0,235.43304,-293.746,0.0,0.0
9,total_family_members,0.9359393,235.43304,-357.6282,0.0,0.0
9,occupation_type,17.0,235.43304,-237.41904,0.0,0.0
9,no_of_days_employed,-0.48311415,235.43304,-181.55663,0.0,-0.0
9,net_yearly_income,-0.07780579,235.43304,-292.09433,0.0,-0.0
9,no_of_children,0.8230859,235.43304,-213.33783,0.0,0.0
9,owns_house,1.0,235.43304,-275.2349,0.0,0.0
9,owns_car,0.0,235.43304,-272.27905,0.0,0.0
9,credit_score_missing,0.0,235.43304,-318.6612,0.0,0.0
