Step,Feature,x_norm,P_prev,u_pre_sparsemax,M_after_sparsemax,x_norm_x_M
3,owns_car_missing,-0.109174095,3.91712,0.0,1.0,-0.109174095
3,age,-0.41929305,3.91712,-16.673813,0.0,-0.0
3,credit_limit_used(%),97.0,1.9379483,-14.108597,0.0,0.0
3,yearly_debt_payments_missing,0.0,3.91712,-16.58696,0.0,0.0
3,migrant_worker_missing,0.0,3.91712,-4.5791416,0.0,0.0
3,total_family_members_missing,0.0,3.91712,-16.460077,0.0,0.0
3,no_of_days_employed_missing,-0.100612424,3.91712,-19.179724,0.0,-0.0
3,no_of_children_missing,-0.13051206,3.91712,-15.140995,0.0,-0.0
3,default_in_last_6months,1.0,3.91712,-16.034222,0.0,0.0
3,prev_defaults,1.0,3.7715514,-3.1937947,0.0,0.0
3,credit_score,-2.2520368,2.0835168,-14.462757,0.0,-0.0
3,credit_limit,0.03642351,3.91712,-7.945109,0.0,0.0
3,gender,1.0,3.91712,-5.6299677,0.0,0.0
3,yearly_debt_payments,-1.323702,3.91712,-1.0607014,0.0,-0.0
3,migrant_worker,0.0,3.91712,-4.5501366,0.0,0.0
3,total_family_members,0.9359393,3.91712,-2.005206,0.0,0.0
3,occupation_type,17.0,3.91712,-15.690088,0.0,0.0
3,no_of_days_employed,-0.48311415,3.91712,-12.653988,0.0,-0.0
3,net_yearly_income,-0.07780579,3.91712,-16.608114,0.0,-0.0
3,no_of_children,0.8230859,3.91712,-7.164285,0.0,0.0
3,owns_house,1.0,3.91712,-4.4899206,0.0,0.0
3,owns_car,0.0,3.91712,-8.307549,0.0,0.0
3,credit_score_missing,0.0,3.91712,-10.485309,0.0,0.0
