Step,Feature,x_norm,P_prev,u_pre_sparsemax,M_after_sparsemax,x_norm_x_M
5,credit_limit,0.03642351,15.343828,0.0,1.0,0.03642351
5,credit_limit_used(%),97.0,7.591176,-21.703781,0.0,0.0
5,yearly_debt_payments_missing,0.0,15.343828,-8.97936,0.0,0.0
5,migrant_worker_missing,0.0,15.343828,-8.91996,0.0,0.0
5,total_family_members_missing,0.0,15.343828,-4.209511,0.0,0.0
5,no_of_days_employed_missing,-0.100612424,15.343828,-17.156504,0.0,-0.0
5,no_of_children_missing,-0.13051206,15.343828,-23.353004,0.0,-0.0
5,owns_car_missing,-0.109174095,7.591176,-10.843622,0.0,-0.0
5,default_in_last_6months,1.0,15.343828,-20.686087,0.0,0.0
5,prev_defaults,1.0,7.309072,-14.313913,0.0,0.0
5,credit_score,-2.2520368,8.161386,-17.422256,0.0,-0.0
5,age,-0.41929305,15.343828,-10.338481,0.0,-0.0
5,gender,1.0,15.343828,-6.650288,0.0,0.0
5,yearly_debt_payments,-1.323702,15.343828,-18.981026,0.0,-0.0
5,migrant_worker,0.0,15.343828,-18.237183,0.0,0.0
5,total_family_members,0.9359393,15.343828,-27.594713,0.0,0.0
5,occupation_type,17.0,15.343828,-10.998442,0.0,0.0
5,no_of_days_employed,-0.48311415,15.343828,-24.058594,0.0,-0.0
5,net_yearly_income,-0.07780579,15.343828,-19.502213,0.0,-0.0
5,no_of_children,0.8230859,15.343828,-16.815987,0.0,0.0
5,owns_house,1.0,15.343828,-10.114599,0.0,0.0
5,owns_car,0.0,15.343828,-17.392311,0.0,0.0
5,credit_score_missing,0.0,15.343828,-14.404062,0.0,0.0
