Step,Feature,x_norm,P_prev,u_pre_sparsemax,M_after_sparsemax,x_norm_x_M
4,prev_defaults,1.0,7.464547,0.0,1.0,1.0
4,age,-0.41929305,7.752652,-10.659093,0.0,-0.0
4,credit_limit_used(%),97.0,3.8355322,-8.503311,0.0,0.0
4,yearly_debt_payments_missing,0.0,7.752652,-11.682753,0.0,0.0
4,migrant_worker_missing,0.0,7.752652,-7.5888615,0.0,0.0
4,total_family_members_missing,0.0,7.752652,-10.862782,0.0,0.0
4,no_of_days_employed_missing,-0.100612424,7.752652,-7.7650194,0.0,-0.0
4,no_of_children_missing,-0.13051206,7.752652,-11.011534,0.0,-0.0
4,owns_car_missing,-0.109174095,3.8355322,-8.386513,0.0,-0.0
4,default_in_last_6months,1.0,7.752652,-9.321715,0.0,0.0
4,credit_score,-2.2520368,4.123637,-10.526588,0.0,-0.0
4,credit_limit,0.03642351,7.752652,-11.389248,0.0,0.0
4,gender,1.0,7.752652,-10.00817,0.0,0.0
4,yearly_debt_payments,-1.323702,7.752652,-10.50095,0.0,-0.0
4,migrant_worker,0.0,7.752652,-8.528708,0.0,0.0
4,total_family_members,0.9359393,7.752652,-11.654882,0.0,0.0
4,occupation_type,17.0,7.752652,-11.296376,0.0,0.0
4,no_of_days_employed,-0.48311415,7.752652,-9.510206,0.0,-0.0
4,net_yearly_income,-0.07780579,7.752652,-10.933257,0.0,-0.0
4,no_of_children,0.8230859,7.752652,-8.740425,0.0,0.0
4,owns_house,1.0,7.752652,-12.735726,0.0,0.0
4,owns_car,0.0,7.752652,-9.311793,0.0,0.0
4,credit_score_missing,0.0,7.752652,-12.00284,0.0,0.0
