Step,Feature,x_norm,P_prev,u_pre_sparsemax,M_after_sparsemax,x_norm_x_M
1,credit_limit_used(%),97.0,1.0,0.0,1.0,97.0
1,age,-0.41929305,1.0,-2.9000137,0.0,-0.0
1,yearly_debt_payments_missing,0.0,1.0,-1.6964064,0.0,0.0
1,migrant_worker_missing,0.0,1.0,-2.9657578,0.0,0.0
1,total_family_members_missing,0.0,1.0,-2.0616097,0.0,0.0
1,no_of_days_employed_missing,-0.100612424,1.0,-1.3424846,0.0,-0.0
1,no_of_children_missing,-0.13051206,1.0,-1.9155352,0.0,-0.0
1,owns_car_missing,-0.109174095,1.0,-1.3125625,0.0,-0.0
1,default_in_last_6months,1.0,1.0,-3.2032232,0.0,0.0
1,prev_defaults,1.0,1.0,-3.071156,0.0,0.0
1,credit_score,-2.2520368,1.0,-2.9163404,0.0,-0.0
1,credit_limit,0.03642351,1.0,-2.9770489,0.0,0.0
1,gender,1.0,1.0,-1.7216012,0.0,0.0
1,yearly_debt_payments,-1.323702,1.0,-2.8029523,0.0,-0.0
1,migrant_worker,0.0,1.0,-2.2042577,0.0,0.0
1,total_family_members,0.9359393,1.0,-1.041462,0.0,0.0
1,occupation_type,17.0,1.0,-1.9465799,0.0,0.0
1,no_of_days_employed,-0.48311415,1.0,-1.5869714,0.0,-0.0
1,net_yearly_income,-0.07780579,1.0,-1.7119653,0.0,-0.0
1,no_of_children,0.8230859,1.0,-1.9472029,0.0,0.0
1,owns_house,1.0,1.0,-2.7933414,0.0,0.0
1,owns_car,0.0,1.0,-1.0679379,0.0,0.0
1,credit_score_missing,0.0,1.0,-1.745534,0.0,0.0
