Step,Feature,x_norm,P_prev,u_pre_sparsemax,M_after_sparsemax,x_norm_x_M
2,credit_score,-2.2520368,1.9791715,0.0,0.9264498,-2.086399
2,prev_defaults,1.0,1.9791715,-0.85289955,0.073550224,0.073550224
2,age,-0.41929305,1.9791715,-2.5363007,0.0,-0.0
2,credit_limit_used(%),97.0,0.9791715,-5.4874864,0.0,0.0
2,yearly_debt_payments_missing,0.0,1.9791715,-3.1148582,0.0,0.0
2,migrant_worker_missing,0.0,1.9791715,-2.5997071,0.0,0.0
2,total_family_members_missing,0.0,1.9791715,-5.95691,0.0,0.0
2,no_of_days_employed_missing,-0.100612424,1.9791715,-5.866387,0.0,-0.0
2,no_of_children_missing,-0.13051206,1.9791715,-6.561435,0.0,-0.0
2,owns_car_missing,-0.109174095,1.9791715,-5.7484236,0.0,-0.0
2,default_in_last_6months,1.0,1.9791715,-2.4647794,0.0,0.0
2,credit_limit,0.03642351,1.9791715,-1.94805,0.0,0.0
2,gender,1.0,1.9791715,-3.5887518,0.0,0.0
2,yearly_debt_payments,-1.323702,1.9791715,-6.3143053,0.0,-0.0
2,migrant_worker,0.0,1.9791715,-2.760026,0.0,0.0
2,total_family_members,0.9359393,1.9791715,-2.9422677,0.0,0.0
2,occupation_type,17.0,1.9791715,-2.7544193,0.0,0.0
2,no_of_days_employed,-0.48311415,1.9791715,-1.4098885,0.0,-0.0
2,net_yearly_income,-0.07780579,1.9791715,-2.0346038,0.0,-0.0
2,no_of_children,0.8230859,1.9791715,-2.1247518,0.0,0.0
2,owns_house,1.0,1.9791715,-5.4366326,0.0,0.0
2,owns_car,0.0,1.9791715,-5.843319,0.0,0.0
2,credit_score_missing,0.0,1.9791715,-6.523743,0.0,0.0
