Step,Feature,x_norm,P_prev,u_pre_sparsemax,M_after_sparsemax,x_norm_x_M
8,migrant_worker_missing,0.0,118.95535,0.0,1.0,0.0
8,age,-0.41929305,58.851746,-139.67026,0.0,-0.0
8,credit_limit_used(%),97.0,58.851746,-132.70178,0.0,0.0
8,yearly_debt_payments_missing,0.0,118.95535,-96.85154,0.0,0.0
8,total_family_members_missing,0.0,118.95535,-99.424225,0.0,0.0
8,no_of_days_employed_missing,-0.100612424,118.95535,-152.37108,0.0,-0.0
8,no_of_children_missing,-0.13051206,118.95535,-106.89467,0.0,-0.0
8,owns_car_missing,-0.109174095,58.851746,-135.99911,0.0,-0.0
8,default_in_last_6months,1.0,118.95535,-149.09671,0.0,0.0
8,prev_defaults,1.0,56.664692,-65.41031,0.0,0.0
8,credit_score,-2.2520368,63.27239,-179.97151,0.0,-0.0
8,credit_limit,0.03642351,58.851746,-42.828167,0.0,0.0
8,gender,1.0,58.851746,-106.26642,0.0,0.0
8,yearly_debt_payments,-1.323702,118.95535,-168.35112,0.0,-0.0
8,migrant_worker,0.0,118.95535,-190.99356,0.0,0.0
8,total_family_members,0.9359393,118.95535,-148.60439,0.0,0.0
8,occupation_type,17.0,118.95535,-68.973145,0.0,0.0
8,no_of_days_employed,-0.48311415,118.95535,-78.09383,0.0,-0.0
8,net_yearly_income,-0.07780579,118.95535,-106.1185,0.0,-0.0
8,no_of_children,0.8230859,118.95535,-72.75775,0.0,0.0
8,owns_house,1.0,118.95535,-203.00099,0.0,0.0
8,owns_car,0.0,118.95535,-136.2065,0.0,0.0
8,credit_score_missing,0.0,118.95535,-170.0893,0.0,0.0
