Step,Feature,x_norm,P_prev,u_pre_sparsemax,M_after_sparsemax,x_norm_x_M
7,gender,1.0,60.10361,0.0,1.0,1.0
7,age,-0.41929305,29.735546,-72.33226,0.0,-0.0
7,credit_limit_used(%),97.0,29.735546,-44.588585,0.0,0.0
7,yearly_debt_payments_missing,0.0,60.10361,-94.716774,0.0,0.0
7,migrant_worker_missing,0.0,60.10361,-65.904854,0.0,0.0
7,total_family_members_missing,0.0,60.10361,-104.04531,0.0,0.0
7,no_of_days_employed_missing,-0.100612424,60.10361,-72.42107,0.0,-0.0
7,no_of_children_missing,-0.13051206,60.10361,-66.7516,0.0,-0.0
7,owns_car_missing,-0.109174095,29.735546,-70.11546,0.0,-0.0
7,default_in_last_6months,1.0,60.10361,-26.7415,0.0,0.0
7,prev_defaults,1.0,28.63051,-81.23119,0.0,0.0
7,credit_score,-2.2520368,31.969128,-87.011536,0.0,-0.0
7,credit_limit,0.03642351,29.735546,-26.19386,0.0,0.0
7,yearly_debt_payments,-1.323702,60.10361,-73.87386,0.0,-0.0
7,migrant_worker,0.0,60.10361,-93.54306,0.0,0.0
7,total_family_members,0.9359393,60.10361,-78.96874,0.0,0.0
7,occupation_type,17.0,60.10361,-60.82994,0.0,0.0
7,no_of_days_employed,-0.48311415,60.10361,-109.666016,0.0,-0.0
7,net_yearly_income,-0.07780579,60.10361,-65.348915,0.0,-0.0
7,no_of_children,0.8230859,60.10361,-123.49594,0.0,0.0
7,owns_house,1.0,60.10361,-89.505394,0.0,0.0
7,owns_car,0.0,60.10361,-61.48471,0.0,0.0
7,credit_score_missing,0.0,60.10361,-95.684204,0.0,0.0
